ageb_id,year,ageb_cvs,lagged_ageb_cvs,lagged2_ageb_cvs
2660,2018,0,0,0
2660,2019,0,0,0
2660,2020,0,0,0
2661,2016,0,0,0
2661,2017,0,0,0
2661,2018,0,0,0
2661,2019,0,0,0
2661,2020,0,0,0
2662,2016,0,0,1
2662,2017,0,0,1
2662,2018,0,0,1
2662,2019,0,0,1
2662,2020,1,1,3
2663,2016,0,0,0
2663,2017,0,0,0
2663,2018,0,0,0
2663,2019,0,0,0
2663,2020,0,1,1
2664,2016,0,0,0
2664,2017,0,0,0
2664,2018,0,0,0
2664,2019,0,0,0
2664,2020,0,0,1
2665,2016,0,0,1
2665,2017,0,0,2
2665,2018,0,0,2
2665,2019,0,0,2
2665,2020,0,0,5
2666,2016,1,1,1
2666,2017,1,1,2
2666,2018,1,1,2
2666,2019,1,1,2
2666,2020,1,3,6
2667,2016,0,0,1
2667,2017,0,0,1
2667,2018,0,0,1
2667,2019,0,1,2
2667,2020,0,1,3
2668,2016,0,1,1
2668,2017,0,1,1
2668,2018,0,1,1
2668,2019,0,2,2
2668,2020,0,3,3
2669,2016,0,0,1
2669,2017,0,0,1
2669,2018,0,0,1
2669,2019,0,1,2
2669,2020,0,1,3
2670,2016,0,0,1
2670,2017,0,0,1
2670,2018,0,0,1
2670,2019,0,0,1
2670,2020,0,0,2
2671,2016,1,1,1
2671,2017,1,1,1
2671,2018,1,1,1
2671,2019,1,1,1
2671,2020,1,3,4
2672,2016,1,1,1
2672,2017,1,1,2
2672,2018,1,1,2
2672,2019,1,1,2
2672,2020,2,3,7
2673,2016,1,1,1
2673,2017,1,1,1
2673,2018,1,1,1
2673,2019,1,2,2
2673,2020,1,3,3
2674,2016,1,1,1
2674,2017,1,1,1
2674,2018,1,1,1
2674,2019,2,2,2
2674,2020,3,3,4
2675,2016,0,1,1
2675,2017,0,1,1
2675,2018,0,1,1
2675,2019,1,2,2
2675,2020,1,3,3
2676,2016,0,0,3
2676,2017,0,0,4
2676,2018,0,0,4
2676,2019,0,0,5
2676,2020,0,3,11
2677,2016,0,1,1
2677,2017,0,1,1
2677,2018,0,1,1
2677,2019,0,2,2
2677,2020,0,3,3
2678,2016,0,1,1
2678,2017,0,1,1
2678,2018,0,1,1
2678,2019,0,2,2
2678,2020,1,3,4
2679,2016,0,1,1
2679,2017,0,1,1
2679,2018,0,1,1
2679,2019,0,2,2
2679,2020,0,3,4
2680,2016,1,1,1
2680,2017,1,1,1
2680,2018,1,1,1
2680,2019,1,2,2
2680,2020,1,3,4
2681,2016,0,1,1
2681,2017,0,1,1
2681,2018,0,1,1
2681,2019,0,2,2
2681,2020,0,3,3
2682,2016,0,1,1
2682,2017,0,1,1
2682,2018,0,1,1
2682,2019,0,1,2
2682,2020,0,2,4
2683,2016,0,1,1
2683,2017,0,1,1
2683,2018,0,1,1
2683,2019,0,1,1
2683,2020,0,2,2
2684,2016,1,1,1
2684,2017,1,1,1
2684,2018,1,1,1
2684,2019,1,1,1
2684,2020,3,3,3
2685,2016,1,1,2
2685,2017,1,1,2
2685,2018,1,1,2
2685,2019,1,2,3
2685,2020,1,2,5
2686,2016,0,1,1
2686,2017,0,1,1
2686,2018,0,1,1
2686,2019,0,1,2
2686,2020,0,1,3
2687,2016,0,1,1
2687,2017,0,1,2
2687,2018,0,1,2
2687,2019,0,1,2
2687,2020,0,1,7
2688,2016,1,1,1
2688,2017,1,1,1
2688,2018,1,1,1
2688,2019,1,1,1
2688,2020,3,3,3
2689,2016,1,1,1
2689,2017,1,1,1
2689,2018,1,1,1
2689,2019,1,2,2
2689,2020,1,2,2
2690,2016,1,1,1
2690,2017,1,1,1
2690,2018,1,1,1
2690,2019,1,2,2
2690,2020,1,3,3
2691,2016,0,1,1
2691,2017,0,2,2
2691,2018,0,2,2
2691,2019,0,2,2
2691,2020,1,5,7
2692,2016,0,2,4
2692,2017,0,2,5
2692,2018,0,2,5
2692,2019,0,3,6
2692,2020,2,6,11
2693,2016,1,2,3
2693,2017,1,2,4
2693,2018,1,2,4
2693,2019,2,3,5
2693,2020,2,5,9
2694,2016,0,0,1
2694,2017,0,0,1
2694,2018,0,0,1
2694,2019,0,0,1
2694,2020,0,1,3
2695,2016,0,0,1
2695,2017,0,0,1
2695,2018,0,0,1
2695,2019,0,0,1
2695,2020,0,1,3
2696,2016,0,1,1
2696,2017,0,1,1
2696,2018,0,1,1
2696,2019,0,1,2
2696,2020,0,2,4
2697,2016,1,1,2
2697,2017,1,1,2
2697,2018,1,1,2
2697,2019,1,2,3
2697,2020,1,3,6
2698,2016,1,1,1
2698,2017,1,1,1
2698,2018,1,1,1
2698,2019,1,2,2
2698,2020,1,3,3
2699,2016,0,0,1
2699,2017,0,0,1
2699,2018,0,0,1
2699,2019,0,0,2
2699,2020,0,1,4
2700,2016,1,2,3
2700,2017,1,2,4
2700,2018,1,2,4
2700,2019,2,3,5
2700,2020,3,6,9
2701,2016,0,0,1
2701,2017,0,0,1
2701,2018,0,0,1
2701,2019,0,0,2
2701,2020,0,2,4
2702,2016,0,1,1
2702,2017,0,1,1
2702,2018,0,1,1
2702,2019,0,1,2
2702,2020,0,1,3
2703,2016,0,1,1
2703,2017,0,1,1
2703,2018,0,1,1
2703,2019,0,1,2
2703,2020,0,1,2
2704,2016,0,1,1
2704,2017,0,1,1
2704,2018,0,1,1
2704,2019,0,1,2
2704,2020,0,2,6
2705,2016,1,1,1
2705,2017,1,1,1
2705,2018,1,1,1
2705,2019,1,1,2
2705,2020,1,1,4
2706,2016,1,1,1
2706,2017,1,1,1
2706,2018,1,1,1
2706,2019,1,1,2
2706,2020,1,1,5
2707,2016,1,1,1
2707,2017,1,1,1
2707,2018,1,1,1
2707,2019,1,1,2
2707,2020,1,2,5
2708,2016,0,1,1
2708,2017,0,1,1
2708,2018,0,1,1
2708,2019,0,1,1
2708,2020,1,3,3
2709,2016,0,0,1
2709,2017,0,0,1
2709,2018,0,0,1
2709,2019,0,0,1
2709,2020,0,2,3
2710,2016,0,0,1
2710,2017,0,0,1
2710,2018,0,0,1
2710,2019,0,0,1
2710,2020,0,0,3
2711,2016,0,0,1
2711,2017,0,0,1
2711,2018,0,0,1
2711,2019,0,0,1
2711,2020,0,1,3
2712,2016,0,0,1
2712,2017,0,0,1
2712,2018,0,0,1
2712,2019,0,0,1
2712,2020,0,1,4
2713,2016,1,1,1
2713,2017,1,1,1
2713,2018,1,1,1
2713,2019,1,1,1
2713,2020,1,3,3
2714,2016,0,1,1
2714,2017,0,1,1
2714,2018,0,1,1
2714,2019,0,1,1
2714,2020,1,3,3
2715,2016,0,1,1
2715,2017,0,1,1
2715,2018,0,1,1
2715,2019,0,1,1
2715,2020,1,3,3
2716,2016,0,1,2
2716,2017,0,1,2
2716,2018,0,1,2
2716,2019,0,1,3
2716,2020,1,3,6
2717,2016,0,0,2
2717,2017,0,0,2
2717,2018,0,0,2
2717,2019,0,0,3
2717,2020,1,1,6
2718,2016,1,1,1
2718,2017,1,1,1
2718,2018,1,1,1
2718,2019,1,2,2
2718,2020,1,3,3
2719,2016,0,0,1
2719,2017,0,0,1
2719,2018,0,0,1
2719,2019,0,0,2
2719,2020,0,1,4
2720,2016,0,1,1
2720,2017,0,1,1
2720,2018,0,1,1
2720,2019,0,1,2
2720,2020,0,1,4
2721,2016,0,0,1
2721,2017,0,0,1
2721,2018,0,0,1
2721,2019,0,0,1
2721,2020,0,0,2
2722,2016,1,1,1
2722,2017,1,1,1
2722,2018,1,1,1
2722,2019,1,1,2
2722,2020,1,1,3
2723,2016,0,1,1
2723,2017,0,1,1
2723,2018,0,1,1
2723,2019,0,1,2
2723,2020,0,1,3
2724,2016,0,1,1
2724,2017,0,1,1
2724,2018,0,1,1
2724,2019,0,1,2
2724,2020,0,1,3
2725,2016,0,0,0
2725,2017,0,0,0
2725,2018,0,0,0
2725,2019,0,0,0
2725,2020,0,1,1
2726,2016,0,1,1
2726,2017,0,1,1
2726,2018,0,1,1
2726,2019,0,2,2
2726,2020,1,4,4
2727,2016,0,0,1
2727,2017,0,0,1
2727,2018,0,0,1
2727,2019,0,0,1
2727,2020,1,1,3
2728,2016,0,1,1
2728,2017,0,1,1
2728,2018,0,1,1
2728,2019,0,1,2
2728,2020,0,1,6
2729,2016,0,1,1
2729,2017,0,1,1
2729,2018,0,1,1
2729,2019,0,1,2
2729,2020,0,1,4
2730,2016,0,1,1
2730,2017,0,1,1
2730,2018,0,1,1
2730,2019,0,1,2
2730,2020,0,1,4
2731,2016,1,1,1
2731,2017,1,1,1
2731,2018,1,1,1
2731,2019,1,1,2
2731,2020,1,2,5
2732,2016,0,1,1
2732,2017,0,1,1
2732,2018,0,1,1
2732,2019,0,1,1
2732,2020,0,2,3
2733,2016,0,1,1
2733,2017,0,1,1
2733,2018,0,1,1
2733,2019,0,1,1
2733,2020,0,1,2
2734,2016,0,1,1
2734,2017,0,1,1
2734,2018,0,1,1
2734,2019,0,1,1
2734,2020,0,2,4
2735,2016,0,1,1
2735,2017,0,1,1
2735,2018,0,1,1
2735,2019,0,1,1
2735,2020,0,2,4
2736,2016,0,1,1
2736,2017,0,1,1
2736,2018,0,1,1
2736,2019,0,1,2
2736,2020,0,1,2
2737,2016,0,0,1
2737,2017,0,0,1
2737,2018,0,0,1
2737,2019,0,0,1
2737,2020,0,0,2
2738,2016,0,1,2
2738,2017,0,1,2
2738,2018,0,1,2
2738,2019,0,1,3
2738,2020,1,3,6
2739,2016,0,1,3
2739,2017,0,1,4
2739,2018,0,1,4
2739,2019,0,1,5
2739,2020,0,4,11
2740,2016,0,1,3
2740,2017,0,1,3
2740,2018,0,1,3
2740,2019,0,2,4
2740,2020,1,4,8
2741,2016,0,0,1
2741,2017,0,0,1
2741,2018,0,0,1
2741,2019,0,0,2
2741,2020,0,1,4
2742,2016,0,1,1
2742,2017,0,1,1
2742,2018,0,1,1
2742,2019,0,1,2
2742,2020,0,1,3
2743,2016,0,1,1
2743,2017,0,1,1
2743,2018,0,1,1
2743,2019,0,1,2
2743,2020,0,1,3
2744,2016,1,1,1
2744,2017,1,1,1
2744,2018,1,1,1
2744,2019,1,1,2
2744,2020,1,1,3
2745,2016,0,0,3
2745,2017,0,0,4
2745,2018,0,0,4
2745,2019,0,0,5
2745,2020,0,3,11
2746,2016,0,1,2
2746,2017,0,1,2
2746,2018,0,1,2
2746,2019,0,2,3
2746,2020,1,4,6
2747,2016,0,0,1
2747,2017,0,0,1
2747,2018,0,0,1
2747,2019,0,0,1
2747,2020,0,1,2
2748,2016,0,0,1
2748,2017,0,0,1
2748,2018,0,0,1
2748,2019,0,0,2
2748,2020,0,1,4
2749,2016,0,0,1
2749,2017,0,0,1
2749,2018,0,0,1
2749,2019,0,0,1
2749,2020,1,2,3
2750,2016,0,1,1
2750,2017,0,1,1
2750,2018,0,1,1
2750,2019,0,1,1
2750,2020,0,1,4
2751,2016,0,0,1
2751,2017,0,0,1
2751,2018,0,0,1
2751,2019,0,0,1
2751,2020,0,1,2
2752,2016,0,1,1
2752,2017,0,1,1
2752,2018,0,1,1
2752,2019,0,2,2
2752,2020,1,4,4
2753,2016,0,0,1
2753,2017,0,0,1
2753,2018,0,0,1
2753,2019,0,0,2
2753,2020,1,2,4
2754,2016,0,0,1
2754,2017,0,0,1
2754,2018,0,0,1
2754,2019,0,0,1
2754,2020,0,1,2
2755,2016,0,1,1
2755,2017,0,1,1
2755,2018,0,1,1
2755,2019,0,1,2
2755,2020,0,2,3
2756,2016,0,0,6
2756,2017,0,0,6
2756,2018,0,0,6
2756,2019,0,0,6
2756,2020,0,1,8
2757,2016,0,0,0
2757,2017,0,0,0
2757,2018,0,0,0
2757,2019,0,0,0
2757,2020,0,0,1
2758,2016,0,0,6
2758,2017,0,1,7
2758,2018,0,1,7
2758,2019,0,1,7
2758,2020,1,2,8
2759,2016,0,0,0
2759,2017,0,0,0
2759,2018,0,0,0
2759,2019,0,0,0
2759,2020,0,0,0
2760,2016,0,6,6
2760,2017,0,7,7
2760,2018,0,7,7
2760,2019,0,7,7
2760,2020,1,8,9
2761,2016,0,0,0
2761,2017,0,0,1
2761,2018,0,0,1
2761,2019,0,0,1
2761,2020,0,1,2
2762,2016,0,0,2
2762,2017,0,0,2
2762,2018,0,0,2
2762,2019,0,0,2
2762,2020,0,0,3
2763,2016,0,0,0
2763,2017,0,0,0
2763,2018,0,0,0
2763,2019,0,0,0
2763,2020,0,0,0
2764,2016,0,0,0
2764,2017,0,0,0
2764,2018,0,0,0
2764,2019,0,0,0
2764,2020,0,0,0
2765,2016,0,0,0
2765,2017,0,0,0
2765,2018,0,0,0
2765,2019,0,0,0
2765,2020,0,0,0
2766,2016,6,6,6
2766,2017,6,6,7
2766,2018,6,6,7
2766,2019,6,6,7
2766,2020,7,8,9
2767,2016,0,0,2
2767,2017,0,0,6
2767,2018,0,0,6
2767,2019,0,0,6
2767,2020,0,1,7
2768,2016,0,6,6
2768,2017,0,6,6
2768,2018,0,6,6
2768,2019,0,6,6
2768,2020,1,7,8
2769,2016,0,0,0
2769,2017,0,0,0
2769,2018,0,0,0
2769,2019,0,0,0
2769,2020,0,0,2
2770,2016,0,0,0
2770,2017,0,0,0
2770,2018,0,0,0
2770,2019,0,0,0
2770,2020,0,0,0
2771,2016,0,0,1
2771,2017,0,1,4
2771,2018,0,1,4
2771,2019,0,1,4
2771,2020,0,1,5
2772,2016,0,0,0
2772,2017,0,0,0
2772,2018,0,0,0
2772,2019,0,0,0
2772,2020,0,0,1
2773,2016,0,0,0
2773,2017,0,0,0
2773,2018,0,0,0
2773,2019,0,0,0
2773,2020,0,0,0
2774,2016,0,0,0
2774,2017,0,0,0
2774,2018,0,0,0
2774,2019,0,0,0
2774,2020,0,0,0
2775,2016,0,0,0
2775,2017,0,0,0
2775,2018,0,0,0
2775,2019,0,0,0
2775,2020,0,0,0
2776,2016,0,0,0
2776,2017,0,0,0
2776,2018,0,0,0
2776,2019,0,0,0
2776,2020,0,0,0
2777,2016,0,0,2
2777,2017,0,0,2
2777,2018,0,0,2
2777,2019,0,0,2
2777,2020,0,0,3
2778,2016,0,0,0
2778,2017,0,0,0
2778,2018,0,0,0
2778,2019,0,0,0
2778,2020,0,0,1
2779,2016,0,0,0
2779,2017,0,1,2
2779,2018,0,1,2
2779,2019,0,1,2
2779,2020,0,1,4
2780,2016,0,0,0
2780,2017,0,0,0
2780,2018,0,0,0
2780,2019,0,0,0
2780,2020,0,0,0
2781,2016,0,0,1
2781,2017,0,1,3
2781,2018,0,1,3
2781,2019,0,1,3
2781,2020,0,1,4
2782,2016,0,0,1
2782,2017,0,2,4
2782,2018,0,2,4
2782,2019,0,2,4
2782,2020,0,3,5
2783,2016,0,0,0
2783,2017,0,0,1
2783,2018,0,0,1
2783,2019,0,0,1
2783,2020,1,1,2
2784,2016,0,0,0
2784,2017,0,1,1
2784,2018,0,1,1
2784,2019,0,1,1
2784,2020,0,2,3
2785,2016,0,0,0
2785,2017,0,0,0
2785,2018,0,0,0
2785,2019,0,0,0
2785,2020,0,0,0
2786,2016,0,0,0
2786,2017,0,0,0
2786,2018,0,0,0
2786,2019,0,0,0
2786,2020,0,0,1
2787,2016,0,0,0
2787,2017,0,0,0
2787,2018,0,0,0
2787,2019,0,0,0
2787,2020,1,1,1
2788,2016,0,0,0
2788,2017,0,0,0
2788,2018,0,0,0
2788,2019,0,0,0
2788,2020,1,1,1
2789,2016,0,0,0
2789,2017,0,0,1
2789,2018,0,0,1
2789,2019,0,0,1
2789,2020,0,0,2
2790,2016,0,0,0
2790,2017,0,0,0
2790,2018,0,0,0
2790,2019,0,0,0
2790,2020,0,0,0
2791,2016,0,0,0
2791,2017,0,0,1
2791,2018,0,0,1
2791,2019,0,0,1
2791,2020,0,1,2
2792,2016,0,0,0
2792,2017,0,0,1
2792,2018,0,0,1
2792,2019,0,0,1
2792,2020,0,1,2
2793,2016,0,0,0
2793,2017,0,0,0
2793,2018,0,0,0
2793,2019,0,0,0
2793,2020,0,0,1
2794,2016,0,0,6
2794,2017,0,0,7
2794,2018,0,0,7
2794,2019,0,0,7
2794,2020,0,1,8
2795,2016,0,0,6
2795,2017,0,0,6
2795,2018,0,0,6
2795,2019,0,0,6
2795,2020,0,1,8
2796,2016,0,0,6
2796,2017,0,0,6
2796,2018,0,0,6
2796,2019,0,0,6
2796,2020,0,1,8
2797,2016,0,0,0
2797,2017,0,0,0
2797,2018,0,0,0
2797,2019,0,0,0
2797,2020,0,0,0
2798,2016,0,0,0
2798,2017,0,0,0
2798,2018,0,0,0
2798,2019,0,0,0
2798,2020,0,0,0
2799,2016,0,0,0
2799,2017,0,0,0
2799,2018,0,0,0
2799,2019,0,0,0
2799,2020,0,0,0
2800,2016,0,0,0
2800,2017,0,0,0
2800,2018,0,0,0
2800,2019,0,0,0
2800,2020,0,0,0
2801,2016,0,0,0
2801,2017,0,0,0
2801,2018,0,0,0
2801,2019,0,0,0
2801,2020,0,0,0
2802,2016,0,0,0
2802,2017,0,0,0
2802,2018,0,0,0
2802,2019,0,0,0
2802,2020,0,0,0
2803,2016,0,0,0
2803,2017,0,0,0
2803,2018,0,0,0
2803,2019,0,0,0
2803,2020,0,0,0
2804,2016,0,6,6
2804,2017,0,6,6
2804,2018,0,6,6
2804,2019,0,6,6
2804,2020,1,7,8
2805,2016,0,0,0
2805,2017,0,0,0
2805,2018,0,0,0
2805,2019,0,0,0
2805,2020,0,0,0
2806,2016,0,0,0
2806,2017,0,0,1
2806,2018,0,0,1
2806,2019,0,0,1
2806,2020,0,0,2
2807,2016,0,0,0
2807,2017,0,0,0
2807,2018,0,0,0
2807,2019,0,0,0
2807,2020,0,1,1
2808,2016,0,0,0
2808,2017,0,0,0
2808,2018,0,0,0
2808,2019,0,0,0
2808,2020,1,1,1
2809,2016,0,0,0
2809,2017,0,0,0
2809,2018,0,0,0
2809,2019,0,0,0
2809,2020,1,1,1
2810,2016,0,0,0
2810,2017,0,0,0
2810,2018,0,0,0
2810,2019,0,0,0
2810,2020,1,1,1
2811,2016,0,0,0
2811,2017,0,0,0
2811,2018,0,0,0
2811,2019,0,0,0
2811,2020,0,1,1
2812,2016,0,0,0
2812,2017,0,0,1
2812,2018,0,0,1
2812,2019,0,0,1
2812,2020,0,1,2
2813,2016,0,0,0
2813,2017,0,0,0
2813,2018,0,0,0
2813,2019,0,0,0
2813,2020,0,0,0
2814,2016,0,0,6
2814,2017,0,0,7
2814,2018,0,0,7
2814,2019,0,0,7
2814,2020,0,1,8
2815,2016,0,0,0
2815,2017,0,0,0
2815,2018,0,0,0
2815,2019,0,0,0
2815,2020,0,0,1
2816,2016,0,0,6
2816,2017,0,0,7
2816,2018,0,0,7
2816,2019,0,0,7
2816,2020,0,1,8
2817,2016,0,0,0
2817,2017,0,0,0
2817,2018,0,0,0
2817,2019,0,0,0
2817,2020,0,0,1
2818,2016,0,0,0
2818,2017,0,0,0
2818,2018,0,0,0
2818,2019,0,0,0
2818,2020,0,0,1
2819,2016,0,0,0
2819,2017,0,0,0
2819,2018,0,0,0
2819,2019,0,0,0
2819,2020,0,0,0
2820,2016,0,0,0
2820,2017,0,0,0
2820,2018,0,0,0
2820,2019,0,0,0
2820,2020,0,0,0
2821,2016,0,0,0
2821,2017,0,0,0
2821,2018,0,0,0
2821,2019,0,0,0
2821,2020,0,0,0
2822,2016,0,0,0
2822,2017,0,0,0
2822,2018,0,0,0
2822,2019,0,0,0
2822,2020,0,0,0
2823,2016,0,0,0
2823,2017,0,0,0
2823,2018,0,0,0
2823,2019,0,0,0
2823,2020,0,0,0
2824,2016,0,0,0
2824,2017,0,0,0
2824,2018,0,0,0
2824,2019,0,0,0
2824,2020,0,0,0
2825,2016,0,0,0
2825,2017,0,0,0
2825,2018,0,0,0
2825,2019,0,0,0
2825,2020,0,0,0
2826,2016,0,0,0
2826,2017,0,0,0
2826,2018,0,0,0
2826,2019,0,0,0
2826,2020,0,0,0
2827,2016,0,0,0
2827,2017,0,0,0
2827,2018,0,0,0
2827,2019,0,0,0
2827,2020,0,0,0
2828,2016,0,0,0
2828,2017,0,0,0
2828,2018,0,0,0
2828,2019,0,0,0
2828,2020,0,0,0
2829,2016,0,0,0
2829,2017,0,0,0
2829,2018,0,0,0
2829,2019,0,0,0
2829,2020,0,0,0
2830,2016,0,0,0
2830,2017,0,0,0
2830,2018,0,0,0
2830,2019,0,0,0
2830,2020,0,0,0
2831,2016,0,0,0
2831,2017,0,0,0
2831,2018,0,0,0
2831,2019,0,0,0
2831,2020,0,0,0
2832,2016,0,0,0
2832,2017,0,0,0
2832,2018,0,0,0
2832,2019,0,0,0
2832,2020,0,0,0
2833,2016,0,0,0
2833,2017,0,0,0
2833,2018,0,0,0
2833,2019,0,0,0
2833,2020,0,0,0
2834,2016,0,0,2
2834,2017,0,0,2
2834,2018,0,0,2
2834,2019,0,0,2
2834,2020,0,0,3
2835,2016,0,6,6
2835,2017,0,6,6
2835,2018,0,6,6
2835,2019,0,6,6
2835,2020,0,7,8
2836,2016,0,6,6
2836,2017,0,6,6
2836,2018,0,6,6
2836,2019,0,6,6
2836,2020,0,7,8
2837,2016,0,0,6
2837,2017,0,0,6
2837,2018,0,0,6
2837,2019,0,0,6
2837,2020,0,0,8
2838,2016,0,6,6
2838,2017,0,6,6
2838,2018,0,6,6
2838,2019,0,6,6
2838,2020,0,8,8
2839,2016,0,6,6
2839,2017,0,6,6
2839,2018,0,6,6
2839,2019,0,6,6
2839,2020,0,7,8
2840,2016,0,0,6
2840,2017,0,0,6
2840,2018,0,0,6
2840,2019,0,0,6
2840,2020,0,0,8
2841,2016,0,0,6
2841,2017,0,0,6
2841,2018,0,0,6
2841,2019,0,0,6
2841,2020,0,1,8
2842,2016,0,0,2
2842,2017,0,0,2
2842,2018,0,0,2
2842,2019,0,0,2
2842,2020,0,0,3
2843,2016,0,0,0
2843,2017,0,0,0
2843,2018,0,0,0
2843,2019,0,0,0
2843,2020,0,0,1
2844,2016,0,0,0
2844,2017,0,0,2
2844,2018,0,0,2
2844,2019,0,0,2
2844,2020,0,0,3
2845,2016,0,0,0
2845,2017,0,0,0
2845,2018,0,0,0
2845,2019,0,0,0
2845,2020,0,0,1
2846,2016,0,0,0
2846,2017,0,0,0
2846,2018,0,0,0
2846,2019,0,0,0
2846,2020,0,0,0
2847,2016,0,0,0
2847,2017,0,0,0
2847,2018,0,0,0
2847,2019,0,0,0
2847,2020,0,0,0
2848,2016,0,0,0
2848,2017,0,0,0
2848,2018,0,0,0
2848,2019,0,0,0
2848,2020,0,0,1
2849,2016,0,0,0
2849,2017,0,0,0
2849,2018,0,0,0
2849,2019,0,0,0
2849,2020,0,0,1
2850,2016,0,0,0
2850,2017,0,0,0
2850,2018,0,0,0
2850,2019,0,0,0
2850,2020,0,1,1
2851,2016,0,0,6
2851,2017,0,0,7
2851,2018,0,0,7
2851,2019,0,0,7
2851,2020,0,1,8
2852,2016,0,0,0
2852,2017,0,0,0
2852,2018,0,0,0
2852,2019,0,0,0
2852,2020,0,0,0
2853,2016,0,0,0
2853,2017,0,0,0
2853,2018,0,0,0
2853,2019,0,0,0
2853,2020,0,0,1
2854,2016,0,0,0
2854,2017,0,0,0
2854,2018,0,0,0
2854,2019,0,0,0
2854,2020,0,0,0
2855,2016,0,0,6
2855,2017,0,0,7
2855,2018,0,0,7
2855,2019,0,0,7
2855,2020,0,1,8
2856,2016,0,0,0
2856,2017,0,0,0
2856,2018,0,0,0
2856,2019,0,0,0
2856,2020,0,0,1
2857,2016,0,0,0
2857,2017,0,0,0
2857,2018,0,0,0
2857,2019,0,0,0
2857,2020,0,0,0
2858,2016,0,0,0
2858,2017,0,0,0
2858,2018,0,0,0
2858,2019,0,0,0
2858,2020,0,0,0
2859,2016,0,0,0
2859,2017,0,0,0
2859,2018,0,0,0
2859,2019,0,0,0
2859,2020,0,0,0
2860,2016,0,0,0
2860,2017,0,0,0
2860,2018,0,0,0
2860,2019,0,0,0
2860,2020,0,0,1
2861,2016,0,0,0
2861,2017,0,0,0
2861,2018,0,0,0
2861,2019,0,0,0
2861,2020,0,0,1
2862,2016,0,0,0
2862,2017,0,0,0
2862,2018,0,0,0
2862,2019,0,0,0
